item_id,title,price_raw,tags_raw,review_raw,cover_url
2767030,漫威争锋,免费,"[113, 3859, 620519, 3814, 1671, 1775, 19]","褒贬不一<br>此游戏的 17,059 篇用户评测中有 56% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2767030/94c68a0bebf0e50e03aab06aa2f0840b6ea870d6/capsule_231x87_alt_assets_2_schinese.jpg?t=1765778992
530611,End of Zoe,¥19.50,"[19, 21, 1667]","特别好评<br>此游戏的 1,110 篇用户评测中有 87% 为好评。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/530611/capsule_231x87.jpg?t=1683527618
485510,仁王 Complete Edition,¥24.90,"[29482, 19, 122, 4026, 1646, 4604, 1688]","多半好评<br>此游戏的 10,462 篇用户评测中有 74% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/485510/capsule_231x87.jpg?t=1760595804
2835570,恶魔轮盘,¥7.20,"[3859, 4342, 16250, 1667, 3839, 9, 4182]","特别好评<br>此游戏的 9,120 篇用户评测中有 92% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2835570/capsule_231x87_schinese.jpg?t=1762442355
3101040,魔法少女的魔女审判,¥80.00,"[3799, 7208, 4726, 5613, 44868, 5716, 1742]","好评如潮<br>此游戏的 14,227 篇用户评测中有 96% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3101040/248d9d8fd4a91356240320232b02698b3d9bf9dc/capsule_231x87_schinese.jpg?t=1755236286
699130,World War Z,¥42.57,"[1659, 3859, 3843, 19, 1685, 4182, 1774]","多半好评<br>此游戏的 6,543 篇用户评测中有 79% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/699130/bc262c3fd0b77d064cae97471f4218a8f1f34495/capsule_231x87.jpg?t=1758801611
553850,HELLDIVERS™ 2,¥198.00,"[3843, 6730, 3814, 3859, 19, 1774, 1685]","多半差评<br>此游戏的 63,212 篇用户评测中有 28% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/553850/78b3073b132e9fe23bbe472a0fff662450a85dbf/capsule_231x87_schinese.jpg?t=1763568660
3368620,Kingdom Come: Deliverance II Mysteria Ecclesiae,¥46.40,"[21, 122, 4667, 19]",褒贬不一<br>此游戏的 915 篇用户评测中有 57% 为好评。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3368620/796b39a3cc8af5ef738f602c24bf5e01af3a47ac/capsule_231x87.jpg?t=1762876223
262060,Darkest Dungeon®,¥13.20,"[4325, 1720, 4604, 1716, 122, 7432, 4026]","特别好评<br>此游戏的 31,101 篇用户评测中有 91% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/262060/capsule_231x87.jpg?t=1756404119
3489700,剑星,¥268.00,"[7208, 19, 1646, 29482, 12095, 4182, 1697]","特别好评<br>此游戏的 22,465 篇用户评测中有 92% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3489700/75914656cad450124a18fef914c5a5f4866ffb67/capsule_231x87.jpg?t=1763566418
1829980,星光咖啡馆与死神之蝶,¥52.80,"[3799, 12095, 4947, 1742, 6426, 6971, 1663]","好评如潮<br>此游戏的 4,038 篇用户评测中有 98% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1829980/capsule_231x87_schinese.jpg?t=1752127870
239140,Dying Light,¥35.80,"[1659, 3978, 1667, 3843, 1695, 4036, 3839]","特别好评<br>此游戏的 87,337 篇用户评测中有 94% 为好评。<br><br>此产品在一个或多个时间段内出现跑题评测活动。这些时间段内的评测已按您的偏好设置不计入此产品的总体评价。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/239140/034d83f36118d362162c6da74ea3f90b9a965d83/capsule_231x87_schinese.jpg?t=1763646303
105600,Terraria,¥42.00,"[1100689, 3810, 1662, 3871, 3859, 21, 3964]","好评如潮<br>此游戏的 155,742 篇用户评测中有 97% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/105600/capsule_231x87.jpg?t=1731252354
883710,Resident Evil 2,¥49.50,"[1659, 3978, 1667, 4182, 5708, 1697, 4345]","好评如潮<br>此游戏的 26,080 篇用户评测中有 96% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/883710/capsule_231x87_schinese.jpg?t=1728438541
1817230,Hi-Fi RUSH,¥75.00,"[1752, 19, 1646, 1756, 4182, 4195, 4106]","好评如潮<br>此游戏的 5,116 篇用户评测中有 96% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1817230/capsule_231x87.jpg?t=1764916407
4038930,真・三国无双 起源 梦幻四英杰,¥174.00,"[1646, 4777, 122, 4684, 6915, 9, 4231]",,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/4038930/cbfa3f2f421f23764d4bd5bc645e6fc4029b2728/capsule_231x87_schinese.jpg?t=1764037927
1426210,It Takes Two Friend's Pass,0,"[1685, 3859, 10816, 3841, 3843, 1664, 21]","特别好评<br>此游戏的 113,552 篇用户评测中有 94% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2995920/capsule_231x87.jpg?t=1733241802
346110,ARK: Survival Evolved,¥58.00,"[1100689, 1662, 3859, 1695, 5160, 1702, 1643]","特别好评<br>此游戏的 70,071 篇用户评测中有 82% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/346110/capsule_231x87.jpg?t=1765677889
3014320,歧路旅人0 OCTOPATH TRAVELER 0,¥298.00,"[122, 4434, 10695, 4182, 4975, 4747, 4085]","多半好评<br>此游戏的 1,083 篇用户评测中有 70% 为好评。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3014320/67b817b83633861c6330061838917bcc07be9852/capsule_231x87.jpg?t=1764898158
3368610,Kingdom Come: Deliverance II Legacy of the Forge,¥40.60,"[122, 4172, 1695, 4182, 4175, 3839, 1742]","褒贬不一<br>此游戏的 1,278 篇用户评测中有 68% 为好评。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3368610/ac9ee37ddff853c834939f3f1517da5e9b4a68a4/capsule_231x87.jpg?t=1757430020
1527950,Wartales,¥68.80,"[122, 1695, 1741, 10695, 4172, 4325, 1685]","特别好评<br>此游戏的 3,584 篇用户评测中有 84% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1527950/capsule_231x87.jpg?t=1765464131
3932890,Escape from Tarkov,¥285.00,"[1721, 1199779, 5765, 1663, 353880, 1775, 6730]","差评如潮<br>此游戏的 7,907 篇用户评测中有 14% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3932890/2c6e1e35562ccc39bb34436d2ea1064710691d9d/capsule_231x87.jpg?t=1764759405
835570,战意,免费,"[4608, 113, 1775, 4172, 128, 4684, 9]","褒贬不一<br>此游戏的 15,906 篇用户评测中有 62% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/835570/eeb9685e9b5070aa173cb528c20bda93b8476cd9/capsule_231x87_schinese.jpg?t=1764933739
2074920,The First Descendant,免费,"[113, 12095, 353880, 3859, 3814, 3843, 122]","多半差评<br>此游戏的 16,779 篇用户评测中有 26% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2074920/2eb2bf7aeba558f32722ebab41a70d97ad14e68f/capsule_231x87.jpg?t=1762413104
601150,Devil May Cry 5,¥49.50,"[19, 1646, 1756, 3955, 9541, 4777, 1697]","好评如潮<br>此游戏的 36,653 篇用户评测中有 96% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/601150/capsule_231x87.jpg?t=1701395090
3669570,炼金工厂,¥52.20,"[255534, 4172, 3810, 9, 1643, 597, 4182]",特别好评<br>此游戏的 245 篇用户评测中有 94% 为好评。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3669570/66cb4ae1ea47ee7ed763b41dd52785df576c6118/capsule_231x87_schinese.jpg?t=1765522573
2696050,YARISUTEMESUBUTA ~ 一次性交易大师 ~,¥73.60,"[12095, 9130, 5611, 6650, 916648, 122, 4434]","特别好评<br>此游戏的 2,252 篇用户评测中有 85% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2696050/capsule_231x87_schinese.jpg?t=1765793591
1812450,颂钟长鸣,¥71.28,"[1662, 1695, 4172, 4328, 1702, 3843, 3859]",褒贬不一<br>此游戏的 950 篇用户评测中有 63% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1812450/160fe415441e719c46da32088fb577a617a1f7f5/capsule_231x87_schinese.jpg?t=1765567894
1449690,The Walking Dead: The Telltale Definitive Series,¥16.80,"[6426, 1742, 11014, 6971, 1667, 1751, 21]","特别好评<br>此游戏的 5,141 篇用户评测中有 92% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1449690/capsule_231x87.jpg?t=1760651835
1790600,七龙珠 电光炸裂！ZERO,¥149.00,"[4085, 3859, 19, 6506, 7368, 1743, 1775]",多半好评<br>此游戏的 934 篇用户评测中有 76% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1790600/capsule_231x87.jpg?t=1758754863
2399830,方舟: 生存飞升,¥248.00,"[493, 1662, 1695, 3859, 5160, 1643, 7332]","多半差评<br>此游戏的 5,128 篇用户评测中有 36% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2399830/dce348bb9faef2c1973d04aa8a87bff18e29699b/capsule_231x87.jpg?t=1764880598
2101430,Dead Cells: Return to Castlevania,¥29.40,"[492, 19, 1716, 1628, 3959, 3964, 4018]",特别好评<br>此游戏的 845 篇用户评测中有 87% 为好评。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2101430/capsule_231x87.jpg?t=1757600495
2383200,PATAPON 1+2 REPLAY,¥91.08,"[19, 1752, 4231, 4106, 4158, 5379, 1723]","特别好评<br>此游戏的 1,682 篇用户评测中有 84% 为好评。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2383200/91e5681972b25b398aa22ab710c3cf7a1a669ea2/capsule_231x87.jpg?t=1752575178
1426210,双人成行,¥198.00,"[1685, 3859, 10816, 3841, 3843, 1664, 21]","特别好评<br>此游戏的 113,552 篇用户评测中有 94% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1426210/capsule_231x87.jpg?t=1763484491
1650010,RIDE 5,¥44.70,"[699, 599, 198913, 701, 10816, 123332, 3859]",多半好评<br>此游戏的 233 篇用户评测中有 71% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1650010/capsule_231x87.jpg?t=1763029608
2592160,Dispatch,¥108.00,"[6426, 1742, 12095, 6650, 1671, 4182, 1719]","特别好评<br>此游戏的 3,491 篇用户评测中有 89% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2592160/925ffa7e3699d5c9c1369be5d4c3369f0e907e00/capsule_231x87.jpg?t=1764278303
544810,KARDS - 二战卡牌游戏,免费,"[113, 1666, 4150, 9271, 4684, 1775, 1741]","褒贬不一<br>此游戏的 24,290 篇用户评测中有 59% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/544810/capsule_231x87_schinese.jpg?t=1765450916
2155180,帕格尼物语,¥82.60,"[9, 220585, 8945, 3843, 1684, 7332, 12472]","特别好评<br>此游戏的 3,969 篇用户评测中有 83% 为好评。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2155180/c67368fd07c50bb1e05a6c0a017861de609a396a/capsule_231x87.jpg?t=1765552491
289070,Sid Meier’s Civilization® VI,¥220.00,"[9, 1741, 3859, 3987, 4364, 4182, 1677]","特别好评<br>此游戏的 102,201 篇用户评测中有 85% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/289070/capsule_231x87.jpg?t=1740607040
2904000,咒语旅团,¥42.00,"[42804, 3843, 4885, 3959, 1685, 1716, 4057]","多半好评<br>此游戏的 3,467 篇用户评测中有 71% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2904000/18fd6673667cc4bd2749eccd4b99092ab66bca46/capsule_231x87_schinese.jpg?t=1765435157
1942280,土豆兄弟(Brotato),¥13.20,"[1716, 4182, 42804, 4885, 1662, 3841, 3942]","好评如潮<br>此游戏的 36,635 篇用户评测中有 95% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1942280/capsule_231x87_schinese.jpg?t=1764270901
1515210,The Past Within,¥7.80,"[1685, 1664, 3843, 3859, 769306, 1667, 5716]","特别好评<br>此游戏的 5,340 篇用户评测中有 93% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1515210/capsule_231x87.jpg?t=1740070156
359550,彩虹六号：围攻X,免费,"[1663, 1775, 3859, 1774, 1708, 5055, 3878]","多半好评<br>此游戏的 196,869 篇用户评测中有 76% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/359550/6ecddf30f0fce3a97748440c954d76480a870706/capsule_231x87_alt_assets_16_schinese.jpg?t=1765569583
48190,刺客信条：兄弟会,¥17.00,"[19, 1695, 21, 1687, 4036, 4376, 1697]","特别好评<br>此游戏的 4,957 篇用户评测中有 86% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/48190/capsule_231x87.jpg?t=1681861086
4057050,"嘘, 美女拍摄中",¥60.80,"[18594, 122, 9551, 4947, 12095, 6426, 599]",,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/4057050/f311ebdfe14acf3256d44191e147470ac9b3b706/capsule_231x87_schinese.jpg?t=1765782005
3450310,Europa Universalis V,¥238.00,"[8945, 4364, 1670, 9, 4202, 3987, 3859]","褒贬不一<br>此游戏的 2,555 篇用户评测中有 56% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3450310/b38d9e6151305e42163707ded29f2e6fb0d81f52/capsule_231x87.jpg?t=1762296010
1091500,赛博朋克 2077,¥298.00,"[4115, 1695, 6650, 122, 4182, 1742, 5611]","多半好评<br>此游戏的 184,899 篇用户评测中有 79% 为好评。<br><br>此产品在一个或多个时间段内出现跑题评测活动。这些时间段内的评测已按您的偏好设置不计入此产品的总体评价。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1091500/47c51dbc7cbec037001f1a23e1289d475be8fd5e/capsule_231x87_schinese.jpg?t=1765554351
2753900,王之凝视 (The King is Watching),¥31.85,"[1676, 1716, 7332, 4604, 1645, 1684, 9]","特别好评<br>此游戏的 2,226 篇用户评测中有 80% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2753900/de46cbfed7509fac7a859820bbfe7d1fd8155f10/capsule_231x87_alt_assets_1_schinese.jpg?t=1765790512
2183900,"Warhammer 40,000: 星际战士2",¥249.00,"[12286, 19, 1685, 3814, 3859, 6730, 21]","褒贬不一<br>此游戏的 13,802 篇用户评测中有 56% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2183900/4615865cdde6b7cb2b875bba38cce25b7f19bf38/capsule_231x87_alt_assets_9_schinese.jpg?t=1764091362
1180320,三国杀,免费,"[12095, 113, 3859, 1666, 1775, 3987, 13070]","差评如潮<br>此游戏的 75,297 篇用户评测中有 10% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1180320/cb68eed78c1a5d17187d2dca6e539e5f75099796/capsule_231x87_alt_assets_9_schinese.jpg?t=1764213584
2373990,我独自升级：起立·觉醒,¥188.00,"[19, 4085, 4231, 3843, 1742, 3993, 1646]",褒贬不一<br>此游戏的 532 篇用户评测中有 42% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2373990/840815c5482c51700a4275b32fe3efe3ca544a31/capsule_231x87_schinese.jpg?t=1765503397
641990,The Escapists 2,¥18.00,"[3859, 9, 3964, 3843, 1685, 3871, 1702]","特别好评<br>此游戏的 5,223 篇用户评测中有 87% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/641990/capsule_231x87.jpg?t=1764006025
2357570,《守望先锋® 2》,免费,"[113, 620519, 1663, 1718, 3859, 5711, 3814]","差评如潮<br>此游戏的 144,911 篇用户评测中有 7% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2357570/66a0d4229a09bfe444d8e0ebbe781281bb5c1e9b/capsule_231x87_alt_assets_18.jpg?t=1765309875
2627260,NINJA GAIDEN 4,¥298.00,"[19, 1646, 21, 1688, 4106, 4345, 4667]","特别好评<br>此游戏的 3,103 篇用户评测中有 91% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2627260/1a6a9ecfb6f6d62d005a1942ad5c4b4e5bf42d5c/capsule_231x87.jpg?t=1762366827
412020,Metro Exodus,¥22.20,"[3835, 1663, 4182, 1695, 1742, 4166, 19]","特别好评<br>此游戏的 20,022 篇用户评测中有 85% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/412020/capsule_231x87.jpg?t=1750772804
815370,绿色地狱,¥20.00,"[1100689, 1662, 3859, 3843, 1695, 1702, 19]","特别好评<br>此游戏的 11,876 篇用户评测中有 80% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/815370/6cd4d1f20d34cd1346e0fc93ee354f8f9ac7bcf8/capsule_231x87_schinese.jpg?t=1757690850
460930,幽灵行动：荒野,¥37.20,"[1695, 1774, 3859, 1687, 1685, 4182, 1708]","多半好评<br>此游戏的 20,527 篇用户评测中有 74% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/460930/capsule_231x87.jpg?t=1764776201
2958130,侏罗纪世界：进化 3,¥188.80,"[599, 5160, 9, 3810, 5230, 19, 4328]","特别好评<br>此游戏的 5,616 篇用户评测中有 92% 为好评。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2958130/dfa55f811bf676afd5bab5ceae3706479aa5a569/capsule_231x87_alt_assets_0_schinese.jpg?t=1765290696
3551340,足球经理26,¥268.00,"[701, 599, 9, 1254546, 3859, 12472, 4182]","差评如潮<br>此游戏的 1,565 篇用户评测中有 8% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3551340/89a157ed8100b4c8fa49de9fda0b3a83aece1f5e/capsule_231x87.jpg?t=1765209613
1372110,JOJO的奇妙冒险 群星之战 重制版,¥49.60,"[4085, 19, 1743, 1775, 6506, 3859, 4736]","特别好评<br>此游戏的 1,451 篇用户评测中有 89% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1372110/capsule_231x87.jpg?t=1720409046
3831120,江山北望,¥58.00,"[599, 122, 9, 18594, 3799, 1664, 3834]","特别好评<br>此游戏的 3,695 篇用户评测中有 93% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3831120/87ba8c2ac9c18b3a30dae0126579e5c540f1d537/capsule_231x87_schinese.jpg?t=1763619164
704850,Thief Simulator,¥7.60,"[599, 1687, 4182, 6378, 3839, 1695, 21]","特别好评<br>此游戏的 7,876 篇用户评测中有 85% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/704850/capsule_231x87.jpg?t=1764849922
1190970,房产达人 2,¥81.59,"[599, 1643, 1685, 1654, 84, 597, 3843]",特别好评<br>此游戏的 633 篇用户评测中有 82% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1190970/49ef60094f70372e5a1c79a57480ea3dd819876f/capsule_231x87_alt_assets_10.jpg?t=1765640435
2780810,Euro Truck Simulator 2 - Nordic Horizons,¥78.00,"[599, 492, 1644, 1695, 3859, 10383, 4175]",特别好评<br>此游戏的 939 篇用户评测中有 92% 为好评。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2780810/931380e22dc2a0ee6d489ee2ffb8bd7c201bbb01/capsule_231x87.jpg?t=1764346665
2827200,迷魅狩猎,¥30.40,"[493, 3843, 1667, 4136, 1721, 3978, 19]",多半好评<br>此游戏的 312 篇用户评测中有 71% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2827200/93d9d7a43e68c4f8e96664cec3bbff4b27ffa48a/capsule_231x87.jpg?t=1765414621
282140,SOMA,¥5.40,"[1667, 1721, 4166, 1742, 4342, 3942, 3834]","特别好评<br>此游戏的 2,085 篇用户评测中有 93% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/282140/c0bc2d011b98cdcd7c4c57f140a604da13014932/capsule_231x87.jpg?t=1752056335
440,Team Fortress 2,免费,"[113, 620519, 3859, 1663, 1774, 19, 4155]","特别好评<br>此游戏的 18,609 篇用户评测中有 90% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/440/capsule_231x87.jpg?t=1757348372
1313140,咩咩启示录,¥59.00,"[7332, 42804, 4726, 4182, 1720, 3959, 4747]","特别好评<br>此游戏的 6,170 篇用户评测中有 82% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1313140/capsule_231x87_schinese.jpg?t=1762887775
3052450,忘却前夜,免费,"[113, 1666, 7432, 3799, 1091588, 122, 1742]","多半好评<br>此游戏的 1,280 篇用户评测中有 73% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3052450/capsule_231x87_schinese.jpg?t=1739300850
632360,雨中冒险 2,¥80.00,"[3814, 42804, 3859, 1685, 3959, 19, 1716]","特别好评<br>此游戏的 24,957 篇用户评测中有 89% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/632360/capsule_231x87_schinese.jpg?t=1763490165
281990,Stellaris,¥168.00,"[1755, 9, 4364, 3942, 1670, 3834, 3810]","特别好评<br>此游戏的 31,781 篇用户评测中有 85% 为好评。<br><br>此产品在一个或多个时间段内出现跑题评测活动。这些时间段内的评测已按您的偏好设置不计入此产品的总体评价。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/281990/0382e5e82b1398b533b8490e3a8597c413e43947/capsule_231x87_alt_assets_10_schinese.jpg?t=1764336805
1217060,枪火重生,¥47.60,"[3959, 1663, 1716, 3843, 1685, 3859, 353880]","特别好评<br>此游戏的 29,824 篇用户评测中有 88% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1217060/ce83f369d4236b4c031b0b51a0e4c3951697f332/capsule_231x87_schinese.jpg?t=1763455761
694280,Zombie Army 4: Dead War,¥16.80,"[1659, 19, 1774, 3859, 1685, 4182, 3814]","特别好评<br>此游戏的 2,591 篇用户评测中有 82% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/694280/capsule_231x87.jpg?t=1734452546
1659040,HITMAN World of Assassination,¥108.00,"[1687, 4376, 19, 4182, 21978, 3810, 1774]","特别好评<br>此游戏的 6,081 篇用户评测中有 81% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1659040/cd7acf22c0ec16fcea74b5a8876e3b00e88e0e9a/capsule_231x87_alt_assets_16.jpg?t=1764592962
